Terrain,Scanner,Workflow,GT_ID,Tree_ID,segment_id,Attribute,QC_stage,GT_value,Predicted_value,Error,Absolute_error
Challenging,Single sensor,RCT,30,,31.0,TH,Post-QC,26.7,27.3729,0.672900000000002,0.672900000000002
Challenging,Dual sensor,RCT,30,,29.0,TH,Post-QC,26.7,27.6248,0.9248000000000012,0.9248000000000012
Challenging,Hovermap,RCT,30,,28.0,TH,Post-QC,26.7,27.6248,0.9248000000000012,0.9248000000000012
Challenging,Single sensor,3DFin,30,24.0,,DBH,Post-QC,0.366,0.3973995255740289,0.03139952557402892,0.03139952557402892
Challenging,Dual sensor,3DFin,30,27.0,,DBH,Post-QC,0.366,0.3990773278566414,0.033077327856641414,0.033077327856641414
Challenging,Hovermap,3DFin,30,27.0,,DBH,Post-QC,0.366,0.39196729051997603,0.025967290519975983,0.025967290519975983
Challenging,Single sensor,RCT,30,,31.0,DBH,Post-QC,0.366,0.406,0.040000000000000036,0.040000000000000036
Challenging,Dual sensor,RCT,30,,29.0,DBH,Post-QC,0.366,0.3888,0.022799999999999987,0.022799999999999987
Challenging,Hovermap,RCT,30,,28.0,DBH,Post-QC,0.366,0.3676,0.0015999999999999905,0.0015999999999999905
Challenging,Single sensor,3DFin,37,5.0,,DBH,Post-QC,0.079,0.07551714109970323,-0.003482858900296773,0.003482858900296773
Challenging,Dual sensor,3DFin,37,5.0,,DBH,Post-QC,0.079,0.13260286533885798,0.05360286533885801,0.05360286533885801
Challenging,Hovermap,3DFin,37,4.0,,DBH,Post-QC,0.079,0.103327562047981,0.024327562047981,0.024327562047981
Challenging,Single sensor,RCT,37,,25.0,DBH,Post-QC,0.079,0.0978,0.0188,0.0188
Challenging,Dual sensor,RCT,37,,23.0,DBH,Post-QC,0.079,0.1364,0.057399999999999986,0.057399999999999986
Challenging,Hovermap,RCT,37,,22.0,DBH,Post-QC,0.079,0.0991,0.020099999999999996,0.020099999999999996
