Terrain,Scanner,GT_ID,Tree_ID,Attribute,Stage,GT_value,Predicted_value,Error,Absolute_error,ID_confidence,TH_validated
Challenging,Hovermap,19,9,TH,Post-QC,28.5,25.3669403305913,-3.1330596694086985,3.1330596694086985,HIGH,True
Challenging,Hovermap,19,9,DBH,Pre-TH-QC,0.32,0.329156741650749,0.009156741650748979,0.009156741650748979,HIGH,
Challenging,Hovermap,19,9,DBH,Post-QC,0.32,0.329156741650749,0.009156741650748979,0.009156741650748979,HIGH,
Challenging,Single sensor,20,11,TH,Pre-TH-QC,23.3,23.52228838433703,0.22228838433703046,0.22228838433703046,HIGH,True
Challenging,Single sensor,20,11,TH,Post-QC,23.3,23.52228838433703,0.22228838433703046,0.22228838433703046,HIGH,True
Challenging,Single sensor,20,11,DBH,Pre-TH-QC,0.348,0.3737416578002283,0.0257416578002283,0.0257416578002283,HIGH,
Challenging,Single sensor,20,11,DBH,Post-QC,0.348,0.3737416578002283,0.0257416578002283,0.0257416578002283,HIGH,
Challenging,Dual sensor,20,9,TH,Pre-TH-QC,23.3,24.28873590393557,0.9887359039355701,0.9887359039355701,HIGH,True
Challenging,Dual sensor,20,9,TH,Post-QC,23.3,24.28873590393557,0.9887359039355701,0.9887359039355701,HIGH,True
Challenging,Dual sensor,20,9,DBH,Pre-TH-QC,0.348,0.4368596560121264,0.08885965601212642,0.08885965601212642,HIGH,
Challenging,Dual sensor,20,9,DBH,Post-QC,0.348,0.4368596560121264,0.08885965601212642,0.08885965601212642,HIGH,
Challenging,Hovermap,20,11,TH,Pre-TH-QC,23.3,24.5545934471212,1.2545934471211986,1.2545934471211986,HIGH,True
Challenging,Hovermap,20,11,TH,Post-QC,23.3,24.5545934471212,1.2545934471211986,1.2545934471211986,HIGH,True
Challenging,Hovermap,20,11,DBH,Pre-TH-QC,0.348,0.377718267111973,0.029718267111973007,0.029718267111973007,HIGH,
Challenging,Hovermap,20,11,DBH,Post-QC,0.348,0.377718267111973,0.029718267111973007,0.029718267111973007,HIGH,
Challenging,Single sensor,25,18,TH,Pre-TH-QC,21.0,24.51949163657981,3.5194916365798115,3.5194916365798115,HIGH,False
Challenging,Dual sensor,25,20,TH,Pre-TH-QC,21.0,25.69293253756934,4.692932537569341,4.692932537569341,HIGH,False
Challenging,Hovermap,25,21,TH,Pre-TH-QC,21.0,26.0316735161139,5.0316735161139015,5.0316735161139015,HIGH,False
Challenging,Single sensor,26,21,TH,Pre-TH-QC,20.5,19.78023263033905,-0.7197673696609499,0.7197673696609499,HIGH,False
Challenging,Single sensor,26,21,DBH,Pre-TH-QC,0.234,0.2503035264367184,0.01630352643671837,0.01630352643671837,HIGH,
Challenging,Single sensor,26,21,DBH,Post-QC,0.234,0.2503035264367184,0.01630352643671837,0.01630352643671837,HIGH,
